review_content,rating,source,date
"Collected my first magic box today and… Collected my first magic box today and it was awful and has put me off totally.  Stanley halls social cafe in south norwood. I got a two small pieces of cake, which was ok, certainly not worth going for, along with a plain panini bun with nothing in it! Along with  3 tescos chicken breasts still in the tescos  packet expiry date is  today, looks like it has been defrosted. whcih had to go in the bin.Very disappointed. Would not expect old Tescos chicken breasts from a cafe adverised as making homemade cakes. I Was looking forward to trying this and it was not a good experience at all. My £3.50 would have been better spent elsewhere.",1,Trustpilot,2019-08-31
"I love this app I love this app. I have been using it for a while and I am really happy with it. Even though I have I ran into a problem once- after paying for the ""magic bag"" I was told at the bakery they do not have it for me even though I showed them a receipt. So I contacted Too good to goo support (in Denmark) and they sent me money back within one day.",5,Trustpilot,2019-08-28
"100% pure carbs. I tried this app for the first time after it was recommended by my son even though it meant waiting three hungry hours before we could eat. It turned out to be not so much 'Too good to go' as 'Too crap to sell'. Two boxes of spicy rice topped with a few slices of plantain and some fried bread balls for a fiver. It may well have cost that much if you had gone in and ordered these boxes but definitely nothing close to the claimed £15 value. And, of course, it was Hobson's choice so no chance of asking for any of the delicious looking food going begging in the display. Still, my son tells me that he has had some great meals so I may give it a second chance sometime but, for now, very much underwhelmed.",2,Trustpilot,2019-08-26
"Too Good To Be True? Yep, it is. Beware. Seriously?? So disappointing! Went to Bean cafe on Smithdown road, Liverpool, swiped to redeem and then received a tiny brown paper bag. Hardly a magic bag. Inside was 1 Danish pastry and the remnants of one fruit slice. Nowhere near the £7 as advertised, & not even worth the £3 I paid. The concept seems very worthy but when people are fobbed off with this it just seems like a scam for businesses and TooGoodToGo to make money.

Would like to think this was a one off but I'm not sure. People should be guaranteed a minimum amount, such as 3 items from a coffee shop given that they are still paying for the product. If this continues people should be warned about this.",1,Trustpilot,2019-08-22
"My first experience with TGTG was… My first experience with TGTG was amazing. I was given two boxes of hot food/salads and I was asked to take as many juice bottles as I wanted. But every purchase since then has been a slump. Portions given could’ve been bought at the shop for the same price as the “magic bag” offer. I guess it really depends on the generosity of the staff, and their company policies on the matter. They definitely aren’t doing it to reduce food waste.",2,Trustpilot,2019-08-22
"SUSHI SHOP IS NOT A GOOD IDEA Hi, went to Sushi Shop in Madrid Spain, got to the place in time to find that they had nothing. The guy at the place said that they could not keep up with everything. He was sorry but he could not give us back our money due to the fact that he was in a hurry to close.",1,Trustpilot,2019-08-21
"A great find! A great find!
A friend recommended that I download this app and I’m obsessed.
So easy for somebody living alone because it’s so cheap and you get a good portion.
I received a meal that would’ve cost £18 and it came to £9... what’s not to love!",5,Trustpilot,2019-08-15
"The idea behind the app is great The idea behind the app is great, and the app works well until..... You get to the cafe, in this case Toasted in Bristol, and there is no food! No apology from the cafe and no advance warning from Too Good To Go. Please fix these issues",2,Trustpilot,2019-08-13
"Two very bad experiences ! Don't do it ! Two very bad experiences ! We thought the first was probably bad luck but the second it's even worst. The first we had food from a supermarkt. Everything was expired on the day itself, we could not eat any of it. Second experience, we had leftover from on hotel. We were suppose to have a box already made with muffin and bakery food. Nothing was done when we arrived and there were only 4 fruits left and 2 tiny small ball of bread for suppose to be 15 euros! Unbelievable! The value of the box was never the ""suppose to be"" value, even worst, it didn't even reach what we really pay. To make it clear they take money from you and you'll get nothing. Under the concept of ""no waste"". Disgusting mentality.",1,Trustpilot,2019-08-11
"Beware! App works fine. Tiramisu Stratford gave us a burnt croissant, a doughnut and a tired cheese sandwich. They only give 3 items, no choice...I asked. First attempt at TGTG, seems a moneymaker for the restaurant...poor value. Beware, if it's in London and too good to be true, it probably is.",2,Trustpilot,2019-07-28
"Bought a breakfast box from Novotel… Bought a breakfast box from Novotel paddington. When i got there,  there was a staff member clearly not having a good day, gave me an empty bix abd just said ""hot food"". I clarified and she just said ""hot food only"". I explained that on the app it said fruit, croissants etc. So she conceded and said cold and hot. 
So we filled up with 6 mini pain au chocolats (the only pastry/cakes left which was fine), and fresh fruit. 
A really fantastic purchase for £2.50, and could have had a full English if we'd wanted.",4,Trustpilot,2019-07-27
Disappointed Pulse in Hammersmith handed over 1 salad that sells for £4.25 and Id paid £2.99 this was about 30 mins before they close it’s just a scam in this case.,1,Trustpilot,2019-07-26
